GPL_ID	PROBE_NAME	GENE_SYMBOL	ENTREZ_ID	ORGANISM
GENE-EXPRESSION-1	NM_003842.3	TNFRSF10B	8795	Homo sapiens
GENE-EXPRESSION-1	NM_003841.3	TNFRSF10C	8794	Homo sapiens
GENE-EXPRESSION-1	NM_003839.2	TNFRSF11A	8792	Homo sapiens
GENE-EXPRESSION-1	NM_002546.2	TNFRSF11B	4982	Homo sapiens
GENE-EXPRESSION-1	NM_016639.1	TNFRSF12A	51330	Homo sapiens
GENE-EXPRESSION-1	NM_012452.2	TNFRSF13B	23495	Homo sapiens
GENE-EXPRESSION-1	NM_052945.3	TNFRSF13C	115650	Homo sapiens
GENE-EXPRESSION-1	NM_003820.2	TNFRSF14	8764	Homo sapiens
GENE-EXPRESSION-1	NM_001192.2	TNFRSF17	608	Homo sapiens
GENE-EXPRESSION-1	NM_004195.2	TNFRSF18	8784	Homo sapiens
GENE-EXPRESSION-1	NM_001065.2	TNFRSF1A	7132	Homo sapiens
GENE-EXPRESSION-1	NM_001066.2	TNFRSF1B	7133	Homo sapiens
GENE-EXPRESSION-1	NM_003327.2	TNFRSF4	7293	Homo sapiens
GENE-EXPRESSION-1	NM_152942.2	TNFRSF8	943	Homo sapiens
GENE-EXPRESSION-1	NM_001561.4	TNFRSF9	3604	Homo sapiens
GENE-EXPRESSION-1	NM_003810.2	TNFSF10	8743	Homo sapiens
GENE-EXPRESSION-1	NM_003701.2	TNFSF11	8600	Homo sapiens
GENE-EXPRESSION-1	NM_003809.2	TNFSF12	8742	Homo sapiens
GENE-EXPRESSION-1	NM_003808.3	TNFSF13	8741	Homo sapiens
GENE-EXPRESSION-1	NM_006573.4	TNFSF13B	10673	Homo sapiens
GENE-EXPRESSION-1	NM_003807.3	TNFSF14	8740	Homo sapiens
GENE-EXPRESSION-1	NM_001204344.1	TNFSF15	9966	Homo sapiens
GENE-EXPRESSION-1	NM_005092.2	TNFSF18	8995	Homo sapiens
GENE-EXPRESSION-1	NM_003326.2	TNFSF4	7292	Homo sapiens
GENE-EXPRESSION-1	NM_001244.3	TNFSF8	944	Homo sapiens
GENE-EXPRESSION-1	NM_019009.2	TOLLIP	54472	Homo sapiens
GENE-EXPRESSION-1	NM_000546.2	TP53	7157	Homo sapiens
GENE-EXPRESSION-1	NM_003294.3	TPSAB1	7177	Homo sapiens
GENE-EXPRESSION-1	NM_199259.2	TPTE	7179	Homo sapiens
GENE-EXPRESSION-1	NM_021138.3	TRAF2	7186	Homo sapiens
GENE-EXPRESSION-1	NM_145725.1	TRAF3	7187	Homo sapiens
GENE-EXPRESSION-1	NM_145803.1	TRAF6	7189	Homo sapiens
GENE-EXPRESSION-1	NM_018643.3	TREM1	54210	Homo sapiens
GENE-EXPRESSION-1	NM_018965.3	TREM2	54209	Homo sapiens
GENE-EXPRESSION-1	NM_003318.3	TTK	7272	Homo sapiens
GENE-EXPRESSION-1	NM_003328.1	TXK	7294	Homo sapiens
GENE-EXPRESSION-1	NM_006472.1	TXNIP	10628	Homo sapiens
GENE-EXPRESSION-1	NM_003331.3	TYK2	7297	Homo sapiens
GENE-EXPRESSION-1	NM_018955.3	UBB	7314	Homo sapiens
GENE-EXPRESSION-1	NM_021009.3	UBC	7316	Homo sapiens
GENE-EXPRESSION-1	NM_025217.2	ULBP2	80328	Homo sapiens
GENE-EXPRESSION-1	NM_004654.3	USP9Y	8287	Homo sapiens
GENE-EXPRESSION-1	NM_001078.3	VCAM1	7412	Homo sapiens
GENE-EXPRESSION-1	NM_001025366.1	VEGFA	7422	Homo sapiens
GENE-EXPRESSION-1	NM_005429.2	VEGFC	7424	Homo sapiens
GENE-EXPRESSION-1	NM_001013661.1	VSIG8	391123	Homo sapiens
GENE-EXPRESSION-1	NM_022153.1	VSIR	64115	Homo sapiens
GENE-EXPRESSION-1	NM_003175.3	XCL2	6846	Homo sapiens
GENE-EXPRESSION-1	NM_005283.2	XCR1	2829	Homo sapiens
GENE-EXPRESSION-1	NM_001172828.1	YTHDF2	51441	Homo sapiens
GENE-EXPRESSION-1	NM_001079.3	ZAP70	7535	Homo sapiens
GENE-EXPRESSION-1	NM_001031686.1	ZNF205	7755	Homo sapiens
GENE-EXPRESSION-1	NM_001090.2	ABCF1	23	Homo sapiens
GENE-EXPRESSION-1	NM_018238.3	AGK	55750	Homo sapiens
GENE-EXPRESSION-1	NM_000688.4	ALAS1	211	Homo sapiens
GENE-EXPRESSION-1	NM_001199140.1	AMMECR1L	83607	Homo sapiens
GENE-EXPRESSION-1	NM_032449.2	CC2D1B	200014	Homo sapiens
GENE-EXPRESSION-1	NM_001256741.1	CNOT10	25904	Homo sapiens
GENE-EXPRESSION-1	NM_001190848.1	CNOT4	4850	Homo sapiens
GENE-EXPRESSION-1	NM_153603.3	COG7	91949	Homo sapiens
GENE-EXPRESSION-1	NM_024045.1	DDX50	79009	Homo sapiens
GENE-EXPRESSION-1	NM_001164239.1	DHX16	8449	Homo sapiens
GENE-EXPRESSION-1	NM_032364.5	DNAJC14	85406	Homo sapiens
GENE-EXPRESSION-1	NM_001142443.1	EDC3	80153	Homo sapiens
GENE-EXPRESSION-1	NM_172195.3	EIF2B4	8890	Homo sapiens
GENE-EXPRESSION-1	NM_000122.1	ERCC3	2071	Homo sapiens
GENE-EXPRESSION-1	NM_015962.4	FCF1	51077	Homo sapiens
GENE-EXPRESSION-1	NM_000402.2	G6PD	2539	Homo sapiens
GENE-EXPRESSION-1	NM_022078.2	GPATCH3	63906	Homo sapiens
GENE-EXPRESSION-1	NM_000181.1	GUSB	2990	Homo sapiens
GENE-EXPRESSION-1	NM_003883.2	HDAC3	8841	Homo sapiens
GENE-EXPRESSION-1	NM_000194.1	HPRT1	3251	Homo sapiens
GENE-EXPRESSION-1	NM_031902.3	MRPS5	64969	Homo sapiens
GENE-EXPRESSION-1	NM_022485.3	MTMR14	64419	Homo sapiens
GENE-EXPRESSION-1	NM_016167.3	NOL7	51406	Homo sapiens
GENE-EXPRESSION-1	NM_001278506.1	NUBP1	4682	Homo sapiens
GENE-EXPRESSION-1	NM_000937.2	POLR2A	5430	Homo sapiens
GENE-EXPRESSION-1	NM_021130.2	PPIA	5478	Homo sapiens
GENE-EXPRESSION-1	NM_032864.3	PRPF38A	84950	Homo sapiens
GENE-EXPRESSION-1	NM_024545.3	SAP130	79595	Homo sapiens
GENE-EXPRESSION-1	NM_004168.1	SDHA	6389	Homo sapiens
GENE-EXPRESSION-1	NM_006802.2	SF3A3	10946	Homo sapiens
GENE-EXPRESSION-1	NM_001172085.1	TBP	6908	Homo sapiens
GENE-EXPRESSION-1	NM_006852.2	TLK2	11011	Homo sapiens
GENE-EXPRESSION-1	NM_024107.2	TMUB2	79089	Homo sapiens
GENE-EXPRESSION-1	NM_021253.3	TRIM39	56658	Homo sapiens
GENE-EXPRESSION-1	NM_178014.2	TUBB	203068	Homo sapiens
GENE-EXPRESSION-1	NM_001256725.1	USP39	10713	Homo sapiens
GENE-EXPRESSION-1	NM_001160103.1	ZC3H14	79882	Homo sapiens
GENE-EXPRESSION-1	NM_014569.3	ZKSCAN5	23660	Homo sapiens
GENE-EXPRESSION-1	NM_003442.5	ZNF143	7702	Homo sapiens
GENE-EXPRESSION-1	NM_012279.2	ZNF346	23567	Homo sapiens
